date_ad,index_value,absolute_change,percentage_change
2015-01-01,903.68,1.35,0.15
2015-01-04,917.50,13.82,1.53
2015-01-05,919.77,2.27,0.25
2015-01-06,917.41,-2.36,-0.26
2015-01-07,924.54,7.13,0.78
2015-01-08,930.97,6.43,0.70
2015-01-11,928.33,-2.64,-0.28
2015-01-12,927.80,-0.53,-0.06
2015-01-13,937.48,9.68,1.04
2015-01-14,939.53,2.05,0.22
2015-01-18,945.36,5.83,0.62
2015-01-19,975.45,30.09,3.18
2015-01-20,962.80,-12.65,-1.30
2015-01-22,959.24,-3.56,-0.37
2015-01-25,969.05,9.81,1.02
2015-01-26,968.63,-0.42,-0.04
2015-01-27,975.14,6.51,0.67
2015-01-28,988.07,12.93,1.33
2015-01-29,986.66,-1.41,-0.14
2015-02-01,991.44,4.78,0.48
2015-02-02,990.76,-0.68,-0.07
2015-02-03,987.55,-3.21,-0.32
2015-02-04,987.03,-0.52,-0.05
2015-02-05,984.22,-2.81,-0.28
2015-02-08,986.02,1.80,0.18
2015-02-09,980.70,-5.32,-0.54
2015-02-10,980.54,-0.16,-0.02
2015-02-11,981.01,0.47,0.05
2015-02-12,984.51,3.50,0.36
2015-02-15,989.87,5.36,0.54
2015-02-16,987.05,-2.82,-0.28
2015-02-18,982.65,-4.40,-0.45
2015-02-22,971.47,-11.18,-1.14
2015-02-23,973.95,2.48,0.26
2015-02-24,970.77,-3.18,-0.33
2015-02-25,970.62,-0.15,-0.02
2015-02-26,979.27,8.65,0.89
2015-03-01,975.67,-3.60,-0.37
2015-03-02,984.85,9.18,0.94
2015-03-03,981.42,-3.43,-0.35
2015-03-04,983.49,2.07,0.21
2015-03-09,988.77,5.28,0.54
2015-03-10,984.43,-4.34,-0.44
2015-03-11,984.06,-0.37,-0.04
2015-03-12,978.44,-5.62,-0.57
2015-03-15,970.68,-7.76,-0.79
2015-03-16,959.14,-11.54,-1.19
2015-03-17,963.46,4.32,0.45
2015-03-18,964.24,0.78,0.08
2015-03-19,967.62,3.38,0.35
2015-03-22,964.12,-3.50,-0.36
2015-03-23,956.59,-7.53,-0.78
2015-03-24,953.84,-2.75,-0.29
2015-03-25,951.29,-2.55,-0.27
2015-03-26,942.40,-8.89,-0.93
2015-03-29,942.30,-0.10,-0.01
2015-03-30,939.10,-3.20,-0.34
2015-03-31,945.74,6.64,0.71
2015-04-01,939.54,-6.20,-0.66
2015-04-02,940.09,0.55,0.06
2015-04-05,934.25,-5.84,-0.62
2015-04-06,938.12,3.87,0.41
2015-04-07,935.53,-2.59,-0.28
2015-04-08,942.15,6.62,0.71
2015-04-09,946.89,4.74,0.50
2015-04-12,952.03,5.14,0.54
2015-04-13,948.36,-3.67,-0.39
2015-04-15,944.13,-4.23,-0.45
2015-04-16,949.92,5.79,0.61
2015-04-19,945.70,-4.22,-0.44
2015-04-20,944.98,-0.72,-0.08
2015-04-21,945.12,0.14,0.01
2015-04-22,942.02,-3.10,-0.33
2015-04-23,938.19,-3.83,-0.41
2015-05-24,909.82,-28.37,-3.02
2015-05-25,880.53,-29.29,-3.22
2015-05-26,859.97,-20.56,-2.33
2015-05-27,837.83,-22.14,-2.57
2015-05-28,841.96,4.13,0.49
2015-05-31,871.94,29.98,3.56
2015-06-01,890.43,18.49,2.12
2015-06-02,901.98,11.55,1.30
2015-06-04,926.84,1.35,0.15
2015-06-07,931.17,4.33,0.47
2015-06-08,945.49,14.32,1.54
2015-06-09,966.59,21.10,2.23
2015-06-10,955.66,-10.93,-1.13
2015-06-11,937.96,-17.70,-1.85
2015-06-14,928.35,-9.61,-1.02
2015-06-15,933.73,5.38,0.58
2015-06-16,930.70,-3.03,-0.32
2015-06-17,927.85,-2.85,-0.31
2015-06-18,924.60,-3.25,-0.35
2015-06-21,917.97,-6.63,-0.72
2015-06-22,922.47,4.50,0.49
2015-06-23,926.09,3.62,0.39
2015-06-24,928.13,2.04,0.22
2015-06-25,930.38,2.25,0.24
2015-06-28,938.00,7.62,0.82
2015-06-29,946.33,8.33,0.89
2015-06-30,949.13,2.80,0.30
2015-07-01,945.78,-3.35,-0.35
2015-07-02,938.96,-6.82,-0.72
2015-07-05,938.02,-0.94,-0.10
2015-07-06,936.76,-1.26,-0.13
2015-07-07,941.36,4.60,0.49
2015-07-08,943.16,1.80,0.19
2015-07-09,943.43,0.27,0.03
2015-07-12,944.96,1.53,0.16
2015-07-13,944.00,-0.96,-0.10
2015-07-14,946.46,2.46,0.26
2015-07-15,950.72,4.26,0.45
2015-07-16,961.23,10.51,1.11
2015-07-22,963.27,2.04,0.21
2015-07-23,1003.38,40.11,4.16
2015-07-26,1053.95,50.57,5.04
2015-07-27,1046.40,-7.55,-0.72
2015-07-28,1028.14,-18.26,-1.75
2015-07-29,1021.33,-6.81,-0.66
2015-07-30,1027.98,6.65,0.65
2015-08-03,1030.40,-3.74,-0.36
2015-08-04,1029.92,-0.48,-0.05
2015-08-06,1040.36,6.34,0.61
2015-08-09,1063.41,23.05,2.22
2015-08-10,1081.36,17.95,1.69
2015-08-11,1077.78,-3.58,-0.33
2015-08-12,1077.19,-0.59,-0.05
2015-08-13,1088.42,11.23,1.04
2015-08-16,1112.05,23.63,2.17
2015-08-17,1157.60,45.55,4.10
2015-08-18,1159.93,2.33,0.20
2015-08-19,1191.92,31.99,2.76
2015-08-20,1200.92,9.00,0.76
2015-08-23,1184.67,-16.25,-1.35
2015-08-24,1181.75,-2.92,-0.25
2015-08-25,1181.41,-0.34,-0.03
2015-08-26,1175.57,-5.84,-0.49
2015-08-27,1183.76,8.19,0.70
2015-08-31,1200.15,16.39,1.38
2015-09-01,1191.34,-8.81,-0.73
2015-09-02,1176.26,-15.08,-1.27
2015-09-03,1169.40,-6.86,-0.58
2015-09-06,1166.69,-2.71,-0.23
2015-09-07,1170.97,4.28,0.37
2015-09-08,1174.69,3.72,0.32
2015-09-09,1173.16,-1.53,-0.13
2015-09-10,1168.71,-4.45,-0.38
2015-09-13,1183.93,15.22,1.30
2015-09-14,1194.11,10.18,0.86
2015-09-15,1205.84,11.73,0.98
2015-09-16,1202.81,-3.03,-0.25
2015-09-17,1196.02,-6.79,-0.56
2015-09-22,1156.08,-39.94,-3.34
2015-09-23,1183.36,27.28,2.36
2015-09-24,1176.86,-6.50,-0.55
2015-09-28,1160.09,-16.77,-1.43
2015-09-29,1169.30,9.21,0.79
2015-09-30,1181.28,11.98,1.02
2015-10-01,1178.74,-2.54,-0.22
2015-10-04,1183.48,4.74,0.40
2015-10-05,1171.27,-12.21,-1.03
2015-10-06,1158.79,-12.48,-1.07
2015-10-07,1149.45,-9.34,-0.81
2015-10-08,1162.06,12.61,1.10
2015-10-11,1143.88,-18.18,-1.56
2015-10-14,1135.09,-8.79,-0.77
2015-10-15,1134.47,-0.62,-0.05
2015-10-18,1119.83,-14.64,-1.29
2015-10-19,1127.42,7.59,0.68
2015-10-25,1121.05,-6.37,-0.56
2015-10-27,1091.73,-29.32,-2.62
2015-10-28,1084.37,-7.36,-0.67
2015-10-29,1092.04,7.67,0.71
2015-11-01,1088.30,-3.74,-0.34
2015-11-02,1091.83,3.53,0.32
2015-11-03,1086.20,-5.63,-0.52
2015-11-04,1092.30,6.43,0.59
2015-11-05,1090.68,-1.62,-0.15
2015-11-08,1086.57,-4.11,-0.38
2015-11-09,1107.43,20.86,1.92
2015-11-10,1109.29,1.86,0.17
2015-11-15,1100.09,-9.20,-0.83
2015-11-16,1094.18,-5.91,-0.54
2015-11-18,1099.25,5.07,0.46
2015-11-19,1094.57,-4.68,-0.43
2015-11-22,1071.38,-23.19,-2.12
2015-11-23,1075.80,4.42,0.41
2015-11-24,1066.69,-9.11,-0.85
2015-11-25,1056.42,-10.27,-0.96
2015-11-26,1044.01,-12.41,-1.17
2015-11-29,1022.77,-21.24,-2.03
2015-11-30,1034.12,11.35,1.11
2015-12-01,1066.38,32.26,3.12
2015-12-02,1062.78,-3.60,-0.34
2015-12-03,1072.94,10.16,0.96
2015-12-06,1102.84,29.90,2.79
2015-12-07,1107.94,5.10,0.46
2015-12-08,1107.23,-0.71,-0.06
2015-12-09,1122.79,15.56,1.41
2015-12-10,1119.35,-3.44,-0.31
2015-12-13,1118.57,-0.78,-0.07
2015-12-14,1120.18,1.61,0.14
2015-12-15,1121.02,0.84,0.07
2015-12-16,1116.19,-4.83,-0.43
2015-12-17,1110.68,-5.51,-0.49
2015-12-20,1118.95,8.27,0.74
2015-12-21,1131.52,12.57,1.12
2015-12-22,1138.18,6.66,0.59
2015-12-23,1133.34,-4.84,-0.43
2015-12-24,1137.03,3.69,0.33
2015-12-27,1135.47,-1.56,-0.14
2015-12-28,1131.95,-3.52,-0.31
2015-12-29,1142.17,10.22,0.90
2015-12-31,1151.38,9.21,0.81
2016-01-03,1160.84,9.46,0.82
2016-01-04,1154.62,-6.22,-0.54
2016-01-05,1146.77,-7.85,-0.68
2016-01-06,1149.89,3.12,0.27
2016-01-07,1164.14,14.25,1.24
2016-01-10,1167.18,3.04,0.26
2016-01-11,1168.81,1.63,0.14
2016-01-12,1173.60,4.79,0.41
2016-01-13,1180.98,7.38,0.63
2016-01-14,1190.16,9.18,0.78
2016-01-17,1209.67,19.51,1.64
2016-01-18,1214.31,2.31,0.19
2016-01-19,1213.71,-0.60,-0.05
2016-01-20,1213.57,-0.14,-0.01
2016-01-21,1212.32,-1.25,-0.10
2016-01-24,1219.62,7.30,0.60
2016-01-25,1222.43,2.81,0.23
2016-01-26,1218.39,-4.04,-0.33
2016-01-27,1216.96,-1.43,-0.12
2016-01-28,1216.11,-0.85,-0.07
2016-01-31,1220.70,4.59,0.38
2016-02-01,1238.02,17.32,1.42
2016-02-02,1240.07,2.05,0.17
2016-02-03,1242.13,2.06,0.17
2016-02-04,1251.42,9.29,0.75
2016-02-07,1262.82,11.40,0.91
2016-02-08,1263.75,0.93,0.07
2016-02-11,1263.72,-0.03,-0.00
2016-02-14,1259.35,-4.37,-0.35
2016-02-15,1258.23,-1.12,-0.09
2016-02-16,1257.34,-0.89,-0.07
2016-02-17,1266.08,8.74,0.70
2016-02-18,1273.28,7.20,0.57
2016-02-21,1278.92,5.64,0.44
2016-02-22,1291.81,12.89,1.01
2016-02-23,1285.93,-5.88,-0.46
2016-02-24,1279.90,-6.03,-0.47
2016-02-25,1283.52,3.62,0.28
2016-02-28,1283.67,0.15,0.01
2016-02-29,1283.94,0.27,0.02
2016-03-01,1289.52,5.58,0.43
2016-03-02,1295.78,6.26,0.49
2016-03-03,1300.76,4.98,0.38
2016-03-06,1306.54,5.78,0.44
2016-03-10,1318.03,11.49,0.88
2016-03-13,1318.88,0.85,0.06
2016-03-14,1312.20,-6.68,-0.51
2016-03-15,1312.85,0.65,0.05
2016-03-16,1315.77,2.92,0.22
2016-03-17,1326.53,10.76,0.82
2016-03-20,1343.93,17.40,1.31
2016-03-21,1342.07,-1.86,-0.14
2016-03-23,1345.53,3.46,0.26
2016-03-24,1357.14,11.61,0.86
2016-03-27,1377.33,20.19,1.49
2016-03-28,1374.75,-2.58,-0.19
2016-03-29,1370.04,-4.71,-0.34
2016-03-30,1362.98,-7.06,-0.52
2016-03-31,1355.48,-7.50,-0.55
2016-04-03,1351.54,-3.94,-0.29
2016-04-04,1362.53,10.99,0.81
2016-04-05,1375.26,12.73,0.93
2016-04-06,1377.42,2.16,0.16
2016-04-10,1382.42,5.00,0.36
2016-04-11,1383.85,1.43,0.10
2016-04-12,1388.63,4.78,0.35
2016-04-14,1405.78,17.15,1.24
2016-04-17,1409.43,3.65,0.26
2016-04-18,1428.60,19.17,1.36
2016-04-19,1430.81,2.21,0.15
2016-04-20,1440.69,9.88,0.69
2016-04-21,1441.67,0.98,0.07
2016-04-24,1454.35,12.68,0.88
2016-04-25,1461.75,7.40,0.51
2016-04-26,1453.11,-8.64,-0.59
2016-04-27,1458.38,5.27,0.36
2016-04-28,1464.91,6.53,0.45
2016-05-02,1474.47,9.56,0.65
2016-05-03,1471.95,-2.52,-0.17
2016-05-04,1468.11,-3.84,-0.26
2016-05-05,1463.13,-4.98,-0.34
2016-05-08,1472.69,9.56,0.65
2016-05-09,1482.90,10.21,0.69
2016-05-10,1484.04,1.14,0.08
2016-05-11,1481.18,-2.86,-0.19
2016-05-12,1481.94,0.76,0.05
2016-05-15,1477.38,-4.56,-0.31
2016-05-16,1467.51,-9.87,-0.67
2016-05-17,1483.68,16.17,1.10
2016-05-18,1496.41,12.73,0.86
2016-05-19,1499.32,2.91,0.19
2016-05-22,1509.39,10.07,0.67
2016-05-23,1524.07,14.68,0.97
2016-05-24,1544.53,20.46,1.34
2016-05-25,1524.12,-20.41,-1.32
2016-05-26,1525.09,0.97,0.06
2016-05-29,1522.25,-2.84,-0.19
2016-05-30,1526.96,4.71,0.31
2016-05-31,1532.12,5.16,0.34
2016-06-01,1523.56,-8.56,-0.56
2016-06-02,1518.12,-5.44,-0.36
2016-06-05,1483.14,-34.98,-2.30
2016-06-06,1516.80,33.66,2.27
2016-06-07,1531.49,14.69,0.97
2016-06-08,1546.80,15.31,1.00
2016-06-09,1566.70,19.90,1.29
2016-06-12,1597.96,31.26,2.00
2016-06-13,1609.59,11.63,0.73
2016-06-14,1614.15,4.56,0.28
2016-06-15,1620.47,6.32,0.39
2016-06-16,1632.94,12.47,0.77
2016-06-19,1622.27,-10.67,-0.65
2016-06-20,1615.10,-7.17,-0.44
2016-06-21,1628.81,13.71,0.85
2016-06-22,1647.51,18.70,1.15
2016-06-23,1666.29,18.78,1.14
2016-06-26,1685.17,18.88,1.13
2016-06-27,1712.84,27.67,1.64
2016-06-28,1724.19,11.35,0.66
2016-06-29,1724.59,0.40,0.02
2016-06-30,1723.23,-1.36,-0.08
2016-07-03,1719.20,-4.03,-0.23
2016-07-04,1716.83,-2.37,-0.14
2016-07-05,1713.21,-3.62,-0.21
2016-07-06,1715.72,2.69,0.16
2016-07-10,1722.53,6.81,0.40
2016-07-11,1702.27,-20.26,-1.18
2016-07-12,1693.07,-9.20,-0.54
2016-07-13,1690.43,-2.64,-0.16
2016-07-14,1718.15,27.72,1.64
2016-07-17,1745.74,27.59,1.61
2016-07-18,1786.57,40.83,2.34
2016-07-19,1800.47,13.90,0.78
2016-07-20,1786.84,-13.63,-0.76
2016-07-21,1798.83,11.99,0.67
2016-07-25,1838.49,39.66,2.20
2016-07-26,1866.50,28.01,1.52
2016-07-27,1881.45,14.95,0.80
2016-07-28,1877.93,-3.52,-0.19
2016-07-31,1862.76,-15.17,-0.81
2016-08-01,1845.41,-17.35,-0.93
2016-08-02,1826.47,-18.94,-1.03
2016-08-03,1813.72,-12.75,-0.70
2016-08-04,1768.60,-45.12,-2.49
2016-08-07,1764.72,-3.88,-0.22
2016-08-08,1675.91,-88.81,-5.03
2016-08-09,1760.42,84.51,5.04
2016-08-10,1777.06,16.64,0.95
2016-08-11,1774.87,-4.70,-0.26
2016-08-14,1733.93,-40.94,-2.31
2016-08-15,1694.81,-39.12,-2.26
2016-08-16,1717.45,22.64,1.34
2016-08-17,1735.06,17.61,1.03
2016-08-21,1722.43,-12.63,-0.73
2016-08-22,1683.12,-39.31,-2.28
2016-08-23,1681.86,-1.26,-0.07
2016-08-24,1730.62,48.76,2.90
2016-08-28,1748.23,17.61,1.02
2016-08-29,1766.54,18.31,1.05
2016-08-30,1788.08,21.54,1.22
2016-08-31,1797.45,9.37,0.52
2016-09-01,1805.18,7.73,0.43
2016-09-04,1819.83,14.65,0.81
2016-09-05,1838.90,19.07,1.05
2016-09-06,1834.80,-4.10,-0.22
2016-09-07,1824.83,-9.97,-0.54
2016-09-08,1823.05,-1.78,-0.10
2016-09-11,1816.81,-6.24,-0.34
2016-09-12,1818.69,1.88,0.10
2016-09-14,1815.17,-3.52,-0.19
2016-09-18,1804.48,-10.69,-0.59
2016-09-20,1786.50,-17.98,-1.00
2016-09-21,1779.13,-7.37,-0.41
2016-09-22,1766.91,-12.22,-0.69
2016-09-25,1730.64,-36.27,-2.05
2016-09-26,1757.10,26.46,1.53
2016-09-27,1753.72,-3.38,-0.19
2016-09-28,1749.10,-4.62,-0.26
2016-09-29,1753.38,4.28,0.24
2016-10-02,1763.78,10.40,0.59
2016-10-03,1780.40,16.62,0.94
2016-10-04,1798.50,18.10,1.02
2016-10-05,1806.60,8.10,0.45
2016-10-06,1819.88,13.28,0.74
2016-10-16,1803.74,-16.14,-0.89
2016-10-17,1793.36,-10.38,-0.58
2016-10-18,1792.73,-0.63,-0.04
2016-10-19,1787.89,-4.84,-0.27
2016-10-20,1794.47,6.58,0.37
2016-10-23,1782.39,-12.08,-0.67
2016-10-24,1768.89,-13.50,-0.76
2016-10-25,1751.00,-17.89,-1.01
2016-10-26,1753.46,2.46,0.14
2016-10-27,1759.71,6.25,0.36
2016-11-03,1762.21,2.50,0.14
2016-11-07,1749.12,-13.09,-0.74
2016-11-08,1724.49,-24.63,-1.41
2016-11-09,1696.86,-27.63,-1.60
2016-11-10,1697.17,0.31,0.02
2016-11-13,1700.00,2.83,0.17
2016-11-14,1706.28,6.28,0.37
2016-11-15,1701.91,-4.37,-0.26
2016-11-16,1698.90,-3.01,-0.18
2016-11-17,1658.08,-40.82,-2.40
2016-11-20,1599.62,-58.46,-3.53
2016-11-21,1606.29,6.67,0.42
2016-11-22,1582.47,-23.82,-1.48
2016-11-23,1540.01,-42.46,-2.68
2016-11-24,1534.03,-5.98,-0.39
2016-11-27,1469.48,-64.55,-4.21
2016-11-28,1510.16,40.68,2.77
2016-11-29,1553.68,43.52,2.88
2016-11-30,1608.33,54.65,3.52
2016-12-01,1600.49,-7.84,-0.49
2016-12-04,1570.95,-29.54,-1.85
2016-12-05,1544.60,-26.35,-1.68
2016-12-06,1554.51,9.91,0.64
2016-12-07,1553.90,-0.61,-0.04
2016-12-08,1544.68,-9.22,-0.59
2016-12-11,1522.80,-21.88,-1.42
2016-12-12,1509.43,-13.37,-0.88
2016-12-14,1516.08,6.65,0.44
2016-12-15,1530.06,13.98,0.92
2016-12-18,1531.35,1.29,0.08
2016-12-19,1514.88,-16.47,-1.08
2016-12-20,1495.99,-18.89,-1.25
2016-12-21,1470.63,-25.36,-1.70
2016-12-22,1475.41,4.78,0.33
2016-12-26,1432.57,-42.84,-2.90
2016-12-27,1407.53,-25.04,-1.75
2016-12-28,1413.15,5.62,0.40
2016-12-29,1443.38,30.23,2.14
2017-01-01,1465.72,22.34,1.55
2017-01-02,1482.85,17.13,1.17
2017-01-03,1456.82,-26.03,-1.76
2017-01-04,1457.82,1.00,0.07
2017-01-05,1454.14,-3.68,-0.25
2017-01-08,1447.45,-6.69,-0.46
2017-01-09,1458.97,11.52,0.80
2017-01-10,1476.90,17.93,1.23
2017-01-11,1476.51,-0.39,-0.03
2017-01-12,1479.86,3.35,0.23
2017-01-15,1477.72,-2.14,-0.14
2017-01-16,1466.09,-11.63,-0.79
2017-01-17,1463.04,-3.05,-0.21
2017-01-18,1462.23,-0.81,-0.06
2017-01-19,1462.56,0.33,0.02
2017-01-22,1465.84,3.28,0.22
2017-01-23,1457.88,-7.96,-0.54
2017-01-24,1432.99,-24.89,-1.71
2017-01-25,1396.61,-36.38,-2.54
2017-01-26,1375.14,-21.47,-1.54
2017-01-30,1309.70,-65.44,-4.76
2017-01-31,1326.60,16.90,1.29
2017-02-01,1389.83,63.23,4.77
2017-02-02,1382.45,-7.38,-0.53
2017-02-05,1364.50,-17.95,-1.30
2017-02-06,1348.84,-15.66,-1.15
2017-02-07,1344.60,-4.24,-0.31
2017-02-08,1322.98,-21.62,-1.61
2017-02-09,1296.23,-26.75,-2.02
2017-02-12,1252.50,-43.73,-3.37
2017-02-13,1278.98,26.48,2.11
2017-02-14,1274.97,-4.01,-0.31
2017-02-15,1316.80,41.83,3.28
2017-02-16,1343.85,27.05,2.05
2017-02-19,1369.35,25.50,1.90
2017-02-20,1365.11,-4.24,-0.31
2017-02-21,1357.57,-7.54,-0.55
2017-02-22,1344.11,-13.46,-0.99
2017-02-23,1337.46,-6.65,-0.49
2017-02-26,1313.01,-24.45,-1.83
2017-02-28,1299.29,-13.72,-1.04
2017-03-01,1316.80,17.51,1.35
2017-03-02,1329.41,12.61,0.96
2017-03-07,1341.56,-16.85,-1.24
2017-03-09,1347.53,5.97,0.45
2017-03-13,1355.23,7.70,0.57
2017-03-14,1347.09,-8.14,-0.60
2017-03-15,1356.13,9.04,0.67
2017-03-16,1357.34,1.21,0.09
2017-03-19,1382.19,24.85,1.83
2017-03-20,1424.38,42.19,3.05
2017-03-21,1462.23,37.85,2.66
2017-03-22,1481.08,18.85,1.29
2017-03-23,1486.04,4.96,0.33
2017-03-26,1533.83,47.79,3.22
2017-03-28,1610.62,76.79,5.01
2017-03-29,1588.29,-22.33,-1.39
2017-03-30,1587.64,-0.65,-0.04
2017-04-02,1667.11,79.47,5.01
2017-04-03,1660.52,-6.59,-0.40
2017-04-04,1657.02,-3.50,-0.21
2017-04-06,1651.04,-5.98,-0.36
2017-04-09,1651.60,0.56,0.03
2017-04-10,1676.22,24.62,1.49
2017-04-11,1709.82,33.60,2.00
2017-04-12,1703.07,-6.75,-0.39
2017-04-13,1697.13,-5.94,-0.35
2017-04-16,1651.61,-45.52,-2.68
2017-04-18,1612.04,-39.57,-2.40
2017-04-19,1662.02,49.98,3.10
2017-04-20,1658.34,-3.68,-0.22
2017-04-23,1693.72,35.38,2.13
2017-04-24,1675.78,-17.94,-1.06
2017-04-25,1672.38,-3.40,-0.20
2017-04-26,1670.30,-2.08,-0.12
2017-04-27,1670.62,0.32,0.02
2017-04-30,1650.78,-19.84,-1.19
2017-05-02,1658.33,7.55,0.46
2017-05-03,1662.38,4.05,0.24
2017-05-04,1653.18,-9.20,-0.55
2017-05-07,1628.98,-24.20,-1.46
2017-05-08,1637.30,8.32,0.51
2017-05-09,1650.81,13.51,0.83
2017-05-11,1658.58,7.77,0.47
2017-05-15,1659.23,0.65,0.04
2017-05-16,1649.24,-9.99,-0.60
2017-05-17,1644.26,-4.98,-0.30
2017-05-18,1643.87,-0.39,-0.02
2017-05-21,1627.24,-16.63,-1.01
2017-05-22,1616.40,-10.84,-0.67
2017-05-23,1626.51,10.11,0.63
2017-05-24,1629.58,3.07,0.19
2017-05-28,1615.58,-14.00,-0.86
2017-05-30,1594.43,-21.15,-1.31
2017-05-31,1608.11,13.68,0.86
2017-06-01,1604.31,-3.80,-0.24
2017-06-04,1593.81,-10.50,-0.65
2017-06-05,1602.65,8.84,0.55
2017-06-06,1637.37,34.72,2.17
2017-06-07,1623.13,-14.24,-0.87
2017-06-08,1615.19,-7.94,-0.49
2017-06-11,1590.49,-24.70,-1.53
2017-06-12,1580.52,-9.97,-0.63
2017-06-13,1585.15,4.63,0.29
2017-06-14,1584.49,-0.66,-0.04
2017-06-15,1589.59,5.10,0.32
2017-06-18,1575.98,-13.61,-0.86
2017-06-19,1555.16,-20.82,-1.32
2017-06-20,1551.07,-4.09,-0.26
2017-06-21,1554.69,3.62,0.23
2017-06-22,1559.49,4.80,0.31
2017-06-25,1567.72,8.23,0.53
2017-06-27,1565.09,-2.63,-0.17
2017-06-28,1563.81,-1.28,-0.08
2017-07-02,1541.82,-21.99,-1.41
2017-07-03,1544.29,2.47,0.16
2017-07-04,1541.28,-3.01,-0.19
2017-07-05,1551.06,9.78,0.63
2017-07-06,1582.11,31.05,2.00
2017-07-09,1584.15,2.04,0.13
2017-07-10,1575.22,-8.93,-0.56
2017-07-11,1585.01,9.79,0.62
2017-07-12,1587.56,2.55,0.16
2017-07-13,1582.67,-4.89,-0.31
2017-07-16,1583.57,0.90,0.06
2017-07-17,1604.15,20.58,1.30
2017-07-18,1638.41,34.26,2.14
2017-07-19,1637.27,-1.14,-0.07
2017-07-20,1635.75,-1.52,-0.09
2017-07-23,1635.56,-0.19,-0.01
2017-07-24,1629.08,-6.48,-0.40
2017-07-25,1636.19,7.11,0.44
2017-07-26,1645.03,8.84,0.54
2017-07-27,1646.53,1.50,0.09
2017-07-30,1643.28,-3.25,-0.20
2017-07-31,1652.69,9.41,0.57
2017-08-01,1660.25,7.56,0.46
2017-08-02,1662.74,2.49,0.15
2017-08-03,1660.58,-2.16,-0.13
2017-08-06,1665.05,4.47,0.27
2017-08-07,1667.94,2.89,0.17
2017-08-09,1661.72,-6.22,-0.37
2017-08-10,1653.53,-8.19,-0.49
2017-08-13,1642.13,-11.40,-0.69
2017-08-15,1629.16,-12.97,-0.79
2017-08-16,1632.66,3.50,0.21
2017-08-17,1629.75,-2.91,-0.18
2017-08-20,1617.97,-11.78,-0.72
2017-08-21,1611.57,-6.40,-0.40
2017-08-22,1614.05,2.48,0.15
2017-08-23,1611.27,-2.78,-0.17
2017-08-24,1617.81,6.54,0.41
