date_ad,index_value,absolute_change,percentage_change
2020-02-19,1405.26,5.24,0.37
2020-02-20,1434.58,29.32,2.09
2020-02-23,1504.14,69.56,4.85
2020-02-24,1502.18,-1.96,-0.13
2020-02-25,1545.20,43.02,2.86
2020-02-26,1596.13,50.93,3.30
2020-02-27,1632.18,36.05,2.26
2020-03-01,1591.36,-40.82,-2.50
2020-03-02,1495.30,-96.06,-6.04
2020-03-03,1509.68,14.37,0.96
2020-03-04,1441.20,-68.47,-4.54
2020-03-05,1435.70,-5.50,-0.38
2020-03-10,1349.32,-86.39,-6.02
2020-03-11,1423.09,73.78,5.47
2020-03-12,1377.18,-45.91,-3.23
2020-03-15,1313.04,-64.14,-4.66
2020-03-16,1316.40,3.35,0.26
2020-03-17,1272.07,-44.33,-3.37
2020-03-18,1255.80,-16.26,-1.28
2020-03-19,1269.31,13.50,1.08
2020-03-22,1251.46,-18.20,-1.43
2020-05-12,1226.16,-25.30,-2.02
2020-05-13,1201.58,-24.58,-2.00
2020-06-29,1188.71,-12.87,-1.07
2020-06-30,1260.76,72.05,6.06
2020-07-01,1336.53,75.77,6.01
2020-07-06,1298.73,33.27,2.63
2020-07-07,1336.67,37.93,2.92
2020-07-08,1326.54,-10.13,-0.76
2020-07-09,1331.11,4.57,0.34
2020-07-12,1340.29,9.02,0.68
2020-07-13,1342.41,2.12,0.16
2020-07-14,1347.45,5.04,0.38
2020-07-15,1362.35,14.90,1.11
2020-07-16,1394.77,32.42,2.38
2020-07-19,1479.03,84.26,6.04
2020-07-20,1464.94,-14.09,-0.95
2020-07-21,1449.95,-14.99,-1.02
2020-07-22,1432.45,-17.50,-1.21
2020-07-23,1442.62,10.13,0.71
2020-07-26,1465.11,22.40,1.55
2020-07-27,1462.48,-2.62,-0.18
2020-07-28,1454.89,-7.59,-0.52
2020-07-29,1431.53,-23.36,-1.61
2020-07-30,1439.06,7.53,0.53
2020-08-02,1396.28,-42.78,-2.97
2020-08-03,1403.87,7.59,0.54
2020-08-05,1386.17,-17.69,-1.26
2020-08-06,1381.38,-1.29,-0.09
2020-08-09,1392.68,11.30,0.82
2020-08-10,1430.42,37.74,2.71
2020-08-11,1423.81,-6.61,-0.46
2020-08-12,1425.32,1.51,0.11
2020-08-13,1408.79,-16.53,-1.16
2020-08-16,1391.46,-17.33,-1.23
2020-08-17,1402.22,10.75,0.77
2020-08-18,1407.90,5.68,0.41
2020-08-19,1391.30,-16.60,-1.18
2020-08-20,1397.57,6.28,0.45
2020-08-23,1410.34,12.77,0.91
2020-08-24,1431.61,21.26,1.51
2020-08-25,1440.94,9.34,0.65
2020-08-26,1462.04,21.10,1.46
2020-08-27,1458.04,-4.00,-0.27
2020-08-30,1462.67,4.64,0.32
2020-08-31,1484.99,22.31,1.53
2020-09-02,1510.57,25.58,1.72
2020-09-03,1510.42,-0.15,-0.01
2020-09-06,1499.98,-10.45,-0.69
2020-09-07,1487.81,-12.17,-0.81
2020-09-08,1495.16,7.35,0.49
2020-09-09,1508.21,13.05,0.87
2020-09-10,1520.69,12.49,0.83
2020-09-13,1537.25,16.56,1.09
2020-09-14,1540.51,3.26,0.21
2020-09-15,1536.04,-4.47,-0.29
2020-09-16,1541.40,5.36,0.35
2020-09-17,1572.19,30.78,2.00
2020-09-20,1575.18,3.00,0.19
2020-09-21,1569.06,-6.12,-0.39
2020-09-22,1546.16,-22.91,-1.46
2020-09-23,1555.53,9.37,0.61
2020-09-24,1561.27,5.74,0.37
2020-09-27,1565.56,4.29,0.27
2020-09-28,1560.83,-4.73,-0.30
2020-09-29,1553.62,-7.21,-0.46
2020-09-30,1550.43,-3.19,-0.21
2020-10-01,1571.04,20.61,1.33
2020-10-04,1585.76,14.71,0.94
2020-10-05,1582.13,-3.63,-0.23
2020-10-06,1586.29,4.17,0.26
2020-10-07,1600.98,14.68,0.93
2020-10-08,1589.64,-11.34,-0.71
2020-10-11,1576.27,-13.37,-0.84
2020-10-12,1578.01,1.74,0.11
2020-10-13,1568.59,-9.42,-0.60
2020-10-14,1561.17,-7.42,-0.47
2020-10-15,1562.46,1.29,0.08
2020-10-18,1556.80,-5.66,-0.36
2020-10-19,1570.38,13.58,0.87
2020-10-20,1583.61,13.22,0.84
2020-10-21,1597.72,13.94,0.88
2020-10-22,1606.26,8.54,0.53
2020-10-28,1647.46,41.20,2.57
2020-10-29,1645.68,-1.78,-0.11
2020-11-01,1640.96,-4.72,-0.29
2020-11-02,1637.63,-3.33,-0.20
2020-11-03,1643.04,5.40,0.33
2020-11-04,1640.64,-2.39,-0.15
2020-11-05,1636.17,-4.47,-0.27
2020-11-08,1648.58,12.49,0.76
2020-11-09,1652.81,4.22,0.26
2020-11-10,1678.79,25.98,1.57
2020-11-11,1707.68,28.89,1.72
2020-11-12,1718.50,10.82,0.63
2020-11-18,1741.81,23.32,1.36
2020-11-19,1778.13,36.32,2.08
2020-11-22,1782.81,4.69,0.26
2020-11-23,1780.43,-2.38,-0.13
2020-11-24,1810.11,29.68,1.67
2020-11-25,1874.82,64.70,3.57
2020-11-26,1893.25,18.43,0.98
2020-11-29,1968.27,75.02,3.96
2020-11-30,1997.06,28.79,1.46
2020-12-01,2000.40,3.35,0.17
2020-12-02,2071.03,70.62,3.53
2020-12-03,2055.46,-15.57,-0.75
2020-12-06,1932.11,-123.34,-6.00
2020-12-07,2004.39,72.28,3.74
2020-12-08,1995.35,-9.04,-0.45
2020-12-09,1955.75,-39.60,-1.98
2020-12-10,1964.02,8.27,0.42
2020-12-13,2010.45,46.43,2.36
2020-12-14,2067.17,56.72,2.82
2020-12-15,2061.42,-5.75,-0.28
2020-12-16,2055.22,-6.20,-0.30
2020-12-17,2032.52,-22.70,-1.10
2020-12-20,1935.64,-96.88,-4.77
2020-12-21,1965.96,30.33,1.57
2020-12-22,2061.42,95.46,4.86
2020-12-23,2068.46,7.04,0.34
2020-12-24,2038.63,-29.83,-1.44
2020-12-27,1998.65,-39.98,-1.96
2020-12-28,2007.30,8.57,0.43
2020-12-29,2012.89,5.57,0.28
2020-12-30,2062.06,49.17,2.44
2020-12-31,2087.28,25.21,1.22
2021-01-03,2175.40,88.12,4.22
2021-01-04,2169.04,-6.36,-0.29
2021-01-05,2165.50,-3.54,-0.16
2021-01-06,2178.57,13.07,0.60
2021-01-07,2194.49,15.91,0.73
2021-01-10,2235.73,41.24,1.88
2021-01-11,2239.43,3.70,0.17
2021-01-12,2267.74,28.31,1.26
2021-01-13,2286.55,18.81,0.83
2021-01-17,2315.01,28.46,1.24
2021-01-18,2332.32,17.31,0.75
2021-01-19,2326.90,-5.57,-0.24
2021-01-20,2342.77,15.87,0.68
2021-01-21,2374.64,31.87,1.36
2021-01-24,2424.84,50.20,2.11
2021-01-25,2440.88,16.04,0.66
2021-01-26,2423.09,-17.79,-0.73
2021-01-27,2441.85,18.76,0.77
2021-01-28,2425.30,-16.55,-0.68
2021-01-31,2370.55,-54.75,-2.26
2021-02-01,2408.24,37.70,1.59
2021-02-02,2473.74,65.49,2.72
2021-02-03,2466.92,-6.81,-0.28
2021-02-04,2475.27,8.34,0.34
2021-02-07,2524.00,48.74,1.97
2021-02-08,2561.48,37.48,1.48
2021-02-09,2534.37,-27.11,-1.06
2021-02-10,2543.03,8.66,0.34
2021-02-11,2526.92,-16.11,-0.63
2021-02-14,2493.59,-33.33,-1.32
2021-02-15,2586.01,92.42,3.71
2021-02-16,2601.51,15.50,0.60
2021-02-17,2611.45,9.94,0.38
2021-02-18,2636.68,25.23,0.97
2021-02-21,2640.35,3.66,0.14
2021-02-22,2607.67,-32.67,-1.24
2021-02-23,2586.51,-21.16,-0.81
2021-02-24,2599.56,13.04,0.50
2021-02-25,2554.14,-44.94,-1.73
2021-02-28,2474.39,-79.74,-3.12
2021-03-01,2515.03,40.64,1.64
2021-03-02,2455.33,-59.70,-2.37
2021-03-03,2416.01,-39.23,-1.60
2021-03-04,2506.68,90.67,3.75
2021-03-07,2485.10,-21.58,-0.86
2021-03-09,2461.88,-23.22,-0.93
2021-03-10,2458.49,-3.40,-0.14
2021-03-14,2407.26,-51.23,-2.08
2021-03-15,2389.19,-18.07,-0.75
2021-03-16,2391.75,2.56,0.11
2021-03-17,2432.15,40.40,1.69
2021-03-18,2475.09,42.95,1.77
2021-03-21,2538.47,63.38,2.56
2021-03-22,2514.39,-24.08,-0.95
2021-03-23,2528.96,14.57,0.58
2021-03-24,2570.26,41.30,1.63
2021-03-25,2548.97,-21.29,-0.83
2021-03-29,2543.52,-5.45,-0.21
2021-03-30,2575.67,32.15,1.26
2021-03-31,2619.03,43.36,1.68
2021-04-01,2631.90,12.88,0.49
2021-04-04,2657.61,25.71,0.98
2021-04-05,2658.75,1.13,0.04
2021-04-06,2674.47,15.72,0.59
2021-04-07,2671.62,-2.85,-0.11
2021-04-08,2674.36,2.74,0.10
2021-04-12,2691.56,17.20,0.64
2021-04-13,2714.79,23.23,0.86
2021-04-15,2735.46,20.67,0.76
2021-04-18,2699.51,-35.89,-1.31
2021-04-19,2661.94,-37.58,-1.39
2021-04-20,2664.62,2.68,0.10
2021-04-21,2632.21,-32.41,-1.22
2021-04-22,2648.01,15.80,0.60
2021-04-25,2572.22,-75.79,-2.86
2021-04-26,2506.62,-65.58,-2.55
2021-04-27,2599.08,92.46,3.69
2021-04-28,2585.28,-13.79,-0.53
2021-04-29,2611.11,25.82,1.00
2021-05-02,2665.11,54.00,2.07
2021-05-03,2652.76,-12.35,-0.46
2021-05-04,2654.69,1.94,0.07
2021-05-05,2649.60,-5.09,-0.19
2021-05-06,2637.13,-12.47,-0.47
2021-05-09,2618.57,-18.56,-0.70
2021-05-10,2645.85,27.41,1.05
2021-05-11,2673.32,27.47,1.04
2021-05-12,2673.88,0.56,0.02
2021-05-13,2684.01,10.13,0.38
2021-05-16,2738.30,54.21,2.02
2021-05-17,2759.22,20.71,0.76
2021-05-18,2793.90,34.68,1.26
2021-05-19,2780.81,-13.09,-0.47
2021-05-20,2787.19,6.37,0.23
2021-05-23,2820.00,32.81,1.18
2021-05-24,2823.07,3.07,0.11
2021-05-25,2816.57,-6.50,-0.23
2021-05-27,2815.40,-1.20,-0.04
2021-05-30,2827.93,12.54,0.45
2021-05-31,2782.69,-45.25,-1.60
2021-06-01,2771.15,-11.68,-0.42
2021-06-02,2827.13,55.76,2.01
2021-06-03,2856.68,29.55,1.05
2021-06-06,2906.89,50.13,1.75
2021-06-07,2906.70,-0.21,-0.01
2021-06-08,2960.14,53.44,1.84
2021-06-09,2946.58,-13.56,-0.46
2021-06-10,2944.78,-1.80,-0.06
2021-06-13,2983.11,38.32,1.30
2021-06-14,3025.83,42.72,1.43
2021-06-15,3022.11,-3.72,-0.12
2021-06-16,2969.70,-52.41,-1.73
2021-06-17,2968.43,-1.29,-0.04
2021-06-20,2905.15,-63.28,-2.13
2021-06-21,2834.41,-71.06,-2.45
2021-06-22,2913.85,79.44,2.80
2021-06-23,2862.19,-51.65,-1.77
2021-06-24,2843.00,-16.96,-0.59
2021-06-27,2870.38,27.38,0.96
2021-06-28,2875.50,5.11,0.18
2021-06-29,2828.01,-47.49,-1.65
2021-06-30,2823.88,-4.13,-0.15
2021-07-01,2843.00,19.12,0.68
2021-07-04,2834.52,-8.48,-0.30
2021-07-05,2822.74,-11.78,-0.42
2021-07-06,2818.11,-5.24,-0.19
2021-07-07,2801.13,-16.97,-0.60
2021-07-08,2824.90,23.76,0.85
2021-07-11,2899.82,74.71,2.64
2021-07-12,2854.77,-45.06,-1.55
2021-07-13,2871.04,16.34,0.57
2021-07-14,2872.05,1.01,0.04
2021-07-15,2883.38,11.33,0.39
2021-07-18,2980.61,97.21,3.37
2021-07-19,2994.58,13.97,0.47
2021-07-20,2985.57,-9.01,-0.30
2021-07-22,3004.32,18.75,0.63
2021-07-25,3058.64,54.31,1.81
2021-07-26,3050.43,-8.24,-0.27
2021-07-27,3079.67,29.24,0.96
2021-07-28,3094.95,15.30,0.50
2021-07-29,3079.83,-15.11,-0.49
2021-08-01,3081.06,1.25,0.04
2021-08-02,3085.07,4.06,0.13
2021-08-03,3111.09,26.02,0.84
2021-08-04,3123.15,12.05,0.39
2021-08-05,3107.45,-16.00,-0.51
2021-08-08,3108.13,0.66,0.02
2021-08-09,3109.67,1.54,0.05
2021-08-10,3161.45,51.86,1.67
2021-08-11,3162.60,0.94,0.03
2021-08-12,3179.00,16.41,0.52
2021-08-15,3154.03,-24.88,-0.78
2021-08-16,3160.06,5.72,0.18
2021-08-17,3160.32,0.23,0.01
2021-08-18,3198.60,38.28,1.21
2021-08-19,3180.79,-18.24,-0.57
2021-08-24,3124.87,-56.03,-1.76
2021-08-25,3076.45,-48.42,-1.55
2021-08-26,3094.05,17.60,0.57
2021-08-29,3044.87,-49.18,-1.59
2021-08-31,2975.84,-69.05,-2.27
2021-09-01,2976.98,1.14,0.04
2021-09-02,2926.89,-50.13,-1.68
2021-09-05,2818.73,-108.26,-3.70
2021-09-06,2980.79,161.94,5.74
2021-09-07,2936.61,-44.18,-1.48
2021-09-08,2876.59,-60.02,-2.04
2021-09-09,2875.98,-0.62,-0.02
2021-09-12,2947.42,71.43,2.48
2021-09-13,2947.70,0.27,0.01
2021-09-14,2929.29,-18.54,-0.63
2021-09-15,2889.03,-40.26,-1.37
2021-09-16,2812.39,-76.65,-2.65
2021-09-20,2698.25,-114.02,-4.05
2021-09-21,2712.07,13.83,0.51
2021-09-22,2816.95,104.88,3.87
2021-09-23,2819.66,2.70,0.10
2021-09-26,2758.48,-61.27,-2.17
2021-09-27,2685.42,-73.05,-2.65
2021-09-28,2615.40,-70.01,-2.61
2021-09-29,2665.94,50.58,1.93
2021-09-30,2633.42,-32.51,-1.22
2021-10-03,2577.50,-55.93,-2.12
2021-10-04,2570.81,-6.68,-0.26
2021-10-05,2612.65,41.84,1.63
2021-10-06,2681.11,68.47,2.62
2021-10-10,2662.58,-18.53,-0.69
2021-10-11,2639.38,-23.19,-0.87
2021-10-17,2656.97,17.59,0.67
2021-10-18,2587.45,-69.51,-2.62
2021-10-19,2510.73,-77.33,-2.99
2021-10-20,2571.66,60.56,2.41
2021-10-21,2556.96,-14.70,-0.57
2021-10-24,2584.53,27.51,1.08
2021-10-25,2672.25,87.63,3.39
2021-10-26,2751.07,78.82,2.95
2021-10-27,2769.13,18.06,0.66
2021-10-28,2782.17,13.04,0.47
2021-10-31,2837.62,55.50,1.99
2021-11-01,2819.87,-17.75,-0.63
2021-11-02,2843.62,23.76,0.84
2021-11-03,2848.84,5.22,0.18
2021-11-08,2829.65,-19.20,-0.67
2021-11-09,2749.86,-79.79,-2.82
2021-11-11,2690.29,-59.57,-2.17
2021-11-14,2688.92,-1.38,-0.05
2021-11-15,2715.35,26.44,0.98
2021-11-16,2784.58,69.22,2.55
2021-11-17,2801.52,16.95,0.61
2021-11-18,2769.13,-32.39,-1.16
2021-11-21,2757.53,-11.60,-0.42
2021-11-22,2765.44,7.90,0.29
2021-11-23,2733.14,-32.29,-1.17
2021-11-24,2735.01,1.89,0.07
2021-11-25,2731.78,-3.22,-0.12
2021-11-28,2651.49,-80.29,-2.94
2021-11-29,2630.01,-21.48,-0.81
2021-11-30,2628.37,-1.64,-0.06
2021-12-01,2633.66,5.28,0.20
2021-12-02,2584.61,-49.04,-1.86
2021-12-05,2513.87,-72.32,-2.80
2021-12-06,2546.09,32.22,1.28
2021-12-07,2508.91,-37.18,-1.46
2021-12-08,2455.82,-53.09,-2.12
2021-12-09,2449.97,-5.84,-0.24
2021-12-12,2361.27,-88.70,-3.62
2021-12-13,2281.67,-79.57,-3.37
2021-12-14,2418.85,137.18,6.01
2021-12-15,2414.62,-4.23,-0.17
2021-12-16,2376.75,-37.87,-1.57
2021-12-20,2358.82,-17.93,-0.75
2021-12-21,2415.55,56.73,2.41
2021-12-22,2507.70,92.16,3.82
2021-12-23,2520.23,12.53,0.50
2021-12-26,2591.42,71.20,2.82
2021-12-27,2521.65,-69.77,-2.69
2021-12-28,2518.99,-2.66,-0.11
2021-12-29,2524.50,5.51,0.22
2022-01-02,2584.91,60.41,2.39
2022-01-03,2616.94,32.03,1.24
2022-01-04,2679.95,63.01,2.41
2022-01-05,2649.20,-30.75,-1.15
2022-01-06,2692.47,43.29,1.63
2022-01-09,2765.47,73.01,2.71
2022-01-10,2784.95,19.43,0.70
2022-01-11,2834.13,49.19,1.77
2022-01-12,2803.62,-30.51,-1.08
2022-01-13,2857.75,54.12,1.93
2022-01-16,2926.74,69.00,2.41
2022-01-17,2947.38,20.64,0.71
2022-01-18,2936.66,-10.78,-0.37
2022-01-19,2898.31,-38.35,-1.31
2022-01-20,2931.26,32.96,1.14
2022-01-23,2920.51,-10.83,-0.37
2022-01-24,2820.41,-100.10,-3.43
2022-01-25,2815.06,-5.59,-0.20
2022-01-26,2776.65,-38.42,-1.36
2022-01-27,2779.98,3.33,0.12
2022-01-30,2885.53,105.55,3.80
2022-01-31,2872.05,-13.48,-0.47
2022-02-01,2891.33,19.29,0.67
2022-02-03,2876.74,-14.60,-0.50
2022-02-06,2836.17,-40.57,-1.41
2022-02-07,2851.88,15.71,0.55
2022-02-08,2835.58,-16.30,-0.57
2022-02-09,2813.47,-22.11,-0.78
2022-02-10,2801.56,-11.96,-0.43
2022-02-13,2700.89,-100.67,-3.59
2022-02-14,2700.98,0.08,0.00
2022-02-15,2754.28,53.30,1.97
2022-02-16,2734.44,-19.84,-0.72
2022-02-17,2732.51,-1.94,-0.07
2022-02-20,2693.10,-39.40,-1.44
2022-02-21,2718.51,25.41,0.94
2022-02-22,2735.93,17.42,0.64
2022-02-23,2720.43,-15.50,-0.57
2022-02-24,2661.44,-58.99,-2.17
2022-02-27,2653.70,-7.73,-0.29
2022-02-28,2610.58,-43.12,-1.62
2022-03-02,2547.04,-63.54,-2.43
2022-03-06,2543.39,-3.66,-0.14
2022-03-07,2544.93,1.54,0.06
2022-03-09,2514.58,-30.36,-1.19
2022-03-10,2566.90,52.31,2.08
2022-03-13,2667.97,101.07,3.94
2022-03-14,2668.11,0.15,0.01
2022-03-15,2650.97,-17.15,-0.64
2022-03-16,2631.32,-19.65,-0.74
2022-03-20,2616.58,-14.67,-0.56
2022-03-21,2634.57,17.99,0.69
2022-03-22,2650.70,16.04,0.61
2022-03-23,2630.36,-20.34,-0.77
2022-03-24,2613.67,-16.69,-0.63
2022-03-27,2572.23,-41.43,-1.59
2022-03-28,2541.83,-30.43,-1.18
2022-03-29,2527.58,-14.26,-0.56
2022-03-30,2568.25,40.68,1.61
2022-03-31,2544.30,-23.95,-0.93
2022-04-03,2513.41,-30.89,-1.21
2022-04-04,2497.47,-15.94,-0.63
2022-04-05,2452.06,-46.46,-1.86
2022-04-06,2428.75,-23.32,-0.95
2022-04-07,2464.31,35.66,1.47
2022-04-11,2419.71,-44.64,-1.81
2022-04-12,2385.02,-34.78,-1.44
2022-04-13,2415.24,30.24,1.27
2022-04-17,2385.64,-29.60,-1.23
2022-04-18,2343.87,-41.77,-1.75
2022-04-19,2357.24,13.37,0.57
2022-04-20,2320.51,-36.73,-1.56
2022-04-21,2325.45,4.94,0.21
2022-04-24,2420.91,95.46,4.11
2022-04-25,2386.01,-34.95,-1.44
2022-04-26,2370.99,-15.02,-0.63
2022-04-27,2376.17,5.17,0.22
2022-04-28,2356.20,-19.97,-0.84
2022-05-02,2307.44,-48.73,-2.07
2022-05-04,2275.68,-31.76,-1.38
2022-05-05,2238.62,-37.06,-1.63
2022-05-08,2256.57,17.95,0.80
2022-05-09,2268.84,12.27,0.54
2022-05-10,2313.00,44.16,1.95
2022-05-11,2369.06,56.06,2.42
2022-05-12,2350.42,-18.64,-0.79
2022-05-17,2265.52,-84.90,-3.61
2022-05-18,2274.42,8.90,0.39
2022-05-19,2250.91,-23.51,-1.03
2022-05-20,2235.09,-15.82,-0.70
2022-05-23,2200.88,-34.21,-1.53
2022-05-24,2217.19,16.32,0.74
2022-05-25,2231.57,14.37,0.65
2022-05-26,2239.60,8.03,0.36
2022-05-27,2223.78,-15.82,-0.71
2022-05-30,2178.69,-45.09,-2.03
2022-05-31,2137.92,-35.53,-1.63
2022-06-01,2130.71,-7.21,-0.34
2022-06-02,2112.47,-18.26,-0.86
2022-06-03,2078.70,-33.76,-1.60
2022-06-06,2065.78,-12.92,-0.62
2022-06-07,2020.23,-45.59,-2.21
2022-06-08,2080.44,60.22,2.98
2022-06-09,2062.86,-17.58,-0.85
2022-06-10,2048.16,-14.64,-0.71
2022-06-13,2032.34,-15.82,-0.77
2022-06-14,1996.26,-36.07,-1.78
2022-06-15,1966.37,-29.89,-1.50
2022-06-16,1978.94,12.57,0.64
2022-06-17,1971.38,-7.56,-0.38
2022-06-19,1934.11,-37.27,-1.89
2022-06-20,1884.81,-49.31,-2.55
2022-06-21,1922.30,37.49,1.99
2022-06-22,1893.53,-31.21,-1.62
2022-06-23,1848.28,-45.25,-2.39
2022-06-24,1862.06,13.78,0.75
2022-06-26,1956.98,94.92,5.10
2022-06-27,1933.13,-23.85,-1.22
2022-06-28,1921.31,-11.82,-0.61
2022-06-29,1962.71,41.39,2.15
2022-06-30,2037.64,74.93,3.82
2022-07-01,2028.77,-8.87,-0.44
2022-07-03,2086.38,57.61,2.84
2022-07-04,2076.67,-9.75,-0.47
2022-07-05,2030.59,-46.08,-2.22
2022-07-06,2043.92,13.33,0.66
2022-07-07,2027.32,-16.60,-0.81
2022-07-08,1992.62,-34.70,-1.71
2022-07-11,1915.61,-77.01,-3.86
2022-07-12,1927.28,11.68,0.61
2022-07-13,1986.82,59.54,3.09
2022-07-14,2001.53,14.71,0.74
2022-07-15,2009.46,7.93,0.40
2022-07-17,2011.39,1.93,0.10
2022-07-18,2029.43,18.03,0.90
2022-07-19,2045.69,16.27,0.80
2022-07-20,2050.59,4.89,0.24
2022-07-21,2044.72,-5.87,-0.29
2022-07-22,2017.46,-27.26,-1.33
2022-07-24,2078.51,61.05,3.03
2022-07-25,2132.96,54.45,2.62
2022-07-26,2088.16,-44.80,-2.10
2022-07-27,2111.99,23.83,1.14
2022-07-28,2127.47,15.49,0.73
2022-07-29,2140.52,13.05,0.61
2022-07-31,2195.10,54.58,2.55
2022-08-01,2196.25,1.15,0.05
2022-08-02,2193.48,-2.76,-0.13
2022-08-03,2186.76,-6.72,-0.31
2022-08-04,2148.16,-38.61,-1.77
2022-08-05,2113.55,-34.61,-1.61
2022-08-07,2123.82,10.27,0.49
2022-08-08,2106.15,-17.68,-0.83
2022-08-09,2060.73,-45.42,-2.16
2022-08-10,2057.68,-5.11,-0.25
2022-08-11,2037.92,-18.96,-0.92
2022-08-14,2010.01,-27.92,-1.37
2022-08-15,2065.89,55.88,2.78
2022-08-16,2041.06,-24.83,-1.20
2022-08-17,2040.70,-0.36,-0.02
2022-08-18,2068.26,27.56,1.35
2022-08-21,2060.55,-7.72,-0.37
2022-08-22,2053.16,-7.38,-0.36
2022-08-23,2054.95,1.81,0.09
2022-08-24,2057.85,2.87,0.14
2022-08-25,2039.54,-18.30,-0.89
2022-08-26,2022.62,-16.93,-0.83
2022-08-28,1989.26,-33.36,-1.65
2022-08-29,1993.02,3.76,0.19
2022-08-30,1995.21,2.19,0.11
2022-08-31,1973.38,-21.97,-1.10
2022-09-02,1970.62,-1.67,-0.08
2022-09-04,1977.30,6.68,0.34
2022-09-05,1973.01,-4.29,-0.22
2022-09-06,1951.79,-21.22,-1.08
2022-09-07,1939.88,-11.97,-0.61
2022-09-08,1937.74,-2.13,-0.11
2022-09-11,1926.28,-11.46,-0.59
2022-09-12,1912.74,-13.54,-0.70
2022-09-13,1934.05,21.30,1.11
2022-09-14,1981.48,47.44,2.45
2022-09-15,1924.48,-57.00,-2.88
2022-09-16,1910.38,-14.10,-0.73
2022-09-18,1876.41,-33.97,-1.78
2022-09-20,1837.60,-38.81,-2.07
2022-09-21,1848.80,11.19,0.61
2022-09-22,1838.96,-9.83,-0.53
2022-09-25,1815.13,-23.83,-1.30
2022-09-27,1831.05,15.92,0.88
2022-09-28,1837.46,6.41,0.35
2022-09-29,1853.76,16.29,0.89
2022-10-09,1898.38,44.62,2.41
2022-10-10,1871.22,-27.16,-1.43
2022-10-11,1855.16,-16.06,-0.86
2022-10-12,1866.48,11.32,0.61
2022-10-13,1870.63,4.15,0.22
2022-10-16,1860.94,-9.69,-0.52
2022-10-17,1858.33,-2.61,-0.14
2022-10-19,1845.51,-12.81,-0.69
2022-10-20,1844.14,-1.38,-0.07
2022-10-23,1858.49,14.35,0.78
2022-10-31,1874.87,16.39,0.88
2022-11-01,1930.97,56.10,2.99
2022-11-02,1938.30,7.32,0.38
